时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	高度(m)	气压(kPa)	版本号()	电量(%)
2026-06-18T17:21:57.719	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.095	0.169	-0.944	8.728	0.183	-41.016	176.48	-8.53	-155.91	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:57.839	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.081	0.225	-0.974	-3.052	3.296	-32.349	176.61	-8.62	-152.60	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:57.929	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.218	0.126	-1.184	15.564	19.470	-24.902	175.62	-9.15	-149.13	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:58.051	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.186	-0.024	-0.773	10.986	21.606	-59.387	175.59	-11.06	-144.97	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:58.139	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.277	-0.037	-0.967	18.188	21.545	-21.790	173.83	-13.01	-140.43	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:58.259	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.260	0.078	-0.918	22.217	0.122	-23.499	177.15	-13.05	-137.84	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:58.319	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.298	0.083	-0.913	12.817	2.197	6.226	179.57	-13.29	-136.59	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:58.439	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.258	0.076	-0.931	-1.709	-2.686	8.057	-179.48	-13.24	-137.38	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:58.529	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.288	0.134	-1.010	-0.549	-15.808	16.602	179.90	-12.32	-139.17	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:58.650	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.220	0.073	-1.194	-41.992	-18.311	10.681	178.54	-10.48	-140.90	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:58.739	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.110	-0.074	-0.965	-67.566	-15.442	-54.077	172.69	-7.89	-136.57	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:58.859	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.016	-0.026	-0.927	51.392	7.263	70.801	170.44	-7.15	-138.88	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:58.950	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.107	0.166	-0.896	16.785	-0.183	32.898	175.61	-7.88	-144.20	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:59.068	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.150	0.149	-0.937	13.000	-2.930	0.427	176.69	-7.79	-145.65	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:59.128	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.126	0.086	-1.023	3.296	8.911	7.141	177.94	-7.92	-145.73	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:59.248	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.176	0.150	-1.154	-24.292	25.574	-25.269	177.76	-8.98	-143.94	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:59.342	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.242	0.049	-0.896	-25.757	26.306	-41.870	175.80	-11.86	-142.34	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:59.459	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.124	-0.022	-0.940	-2.930	8.789	-35.278	168.18	-11.93	-135.20	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:59.550	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.274	-0.023	-0.792	96.436	-8.911	10.681	173.75	-11.86	-134.87	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:59.670	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.284	0.153	-0.884	-7.813	-5.920	12.085	178.17	-10.73	-133.53	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:59.730	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.200	0.026	-1.029	-7.019	-17.578	5.737	177.79	-10.05	-134.90	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:59.849	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.120	0.091	-1.191	-8.240	-13.184	31.128	178.10	-8.80	-137.71	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:21:59.940	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.052	-0.068	-1.017	-98.572	-14.099	-39.001	174.92	-7.68	-138.54	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:00.059	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.029	-0.017	-0.987	-10.132	-12.634	68.970	168.56	-5.76	-140.01	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:00.148	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.052	0.091	-0.835	42.114	-0.427	57.800	171.90	-5.73	-144.34	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:00.268	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.050	0.144	-0.932	23.438	-2.136	-0.183	176.26	-5.82	-148.17	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:00.358	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.033	0.147	-1.045	8.179	7.568	1.770	178.21	-5.80	-148.72	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:00.478	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.117	0.163	-1.147	10.620	16.602	-33.752	178.46	-6.83	-147.22	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:00.539	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.126	-0.028	-0.893	-53.589	16.968	-7.019	176.25	-8.43	-145.07	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:00.660	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.302	-0.023	-0.965	-60.486	0.427	50.842	168.38	-10.32	-147.40	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:00.748	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.120	-0.029	-0.800	94.666	-5.981	-56.885	171.79	-9.82	-146.23	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:00.868	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.114	0.274	-0.960	8.606	-4.272	31.677	178.51	-9.40	-145.37	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:00.960	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.188	0.048	-0.973	-5.310	-10.254	28.259	178.17	-8.73	-148.10	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:01.078	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.148	0.067	-1.196	-19.348	-10.559	40.405	178.30	-7.82	-152.11	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:01.139	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.056	0.016	-0.964	-71.533	0.000	-31.799	175.69	-7.20	-154.58	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:01.259	WT901BLE67(FA:2B:7B:2B:4F:8C)	-0.089	-0.099	-0.995	8.789	-18.005	64.636	168.26	-4.50	-152.12	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:01.349	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.081	0.064	-0.926	38.330	-4.822	33.203	173.58	-5.64	-162.77	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:01.469	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.050	0.096	-0.924	10.437	-8.972	26.733	177.24	-5.37	-168.05	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:01.559	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.036	0.141	-0.990	9.766	7.690	7.080	179.46	-5.23	-169.91	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:01.680	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.009	0.161	-1.192	-17.273	13.428	-4.822	179.90	-6.48	-169.29	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:01.740	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.037	0.060	-1.047	-28.320	29.846	0.000	177.74	-8.98	-167.94	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:01.889	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.084	-0.072	-0.990	-81.421	-5.066	66.406	169.35	-9.97	-168.89	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:01.949	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.080	-0.009	-0.864	61.707	-23.682	40.222	171.12	-10.51	-178.78	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:02.070	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.103	0.065	-0.878	6.958	-10.071	36.011	174.37	-9.92	176.25	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:02.159	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.201	0.129	-0.935	32.593	-11.047	-16.602	176.87	-9.03	174.00	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:02.280	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.198	0.169	-1.010	17.883	-5.432	41.504	178.76	-7.98	171.85	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:02.369	WT901BLE67(FA:2B:7B:2B:4F:8C)	-0.059	0.134	-1.286	-42.419	-16.602	54.016	177.89	-6.56	166.95	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:02.489	WT901BLE67(FA:2B:7B:2B:4F:8C)	-0.065	-0.097	-1.005	-110.840	-47.974	61.584	169.69	-5.04	162.80	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:02.549	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.069	0.048	-0.869	78.979	-16.602	108.582	168.04	-5.50	147.50	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:02.669	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.207	0.185	-0.864	42.480	-7.263	46.448	175.57	-5.02	143.46	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:02.759	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.097	0.164	-0.903	29.236	1.831	23.071	179.57	-4.64	139.85	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:02.880	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.081	0.148	-1.113	18.250	14.771	-28.015	-179.18	-5.84	138.97	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:02.969	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.124	0.063	-1.201	-40.771	36.621	-16.235	179.64	-8.10	141.21	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:03.149	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.179	-0.050	-0.977	-111.694	3.418	25.940	171.56	-11.24	139.98	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:03.150	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.143	-0.023	-0.823	55.664	-5.371	-25.452	168.74	-11.85	140.20	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:03.299	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.364	0.320	-0.989	23.804	-13.611	-14.954	176.91	-11.27	137.96	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:03.358	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.266	0.112	-0.881	2.563	-9.155	15.930	178.51	-10.24	136.68	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:03.480	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.269	0.132	-1.076	5.554	-8.911	25.879	179.17	-9.16	135.32	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:03.569	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.128	0.124	-1.286	-30.518	-10.254	34.119	179.40	-7.82	133.99	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:03.689	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.022	-0.098	-1.059	-94.543	-27.466	-47.302	174.04	-7.58	133.67	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:03.780	WT901BLE67(FA:2B:7B:2B:4F:8C)	-0.054	-0.015	-0.870	42.847	9.033	86.243	168.42	-5.56	130.05	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:03.899	WT901BLE67(FA:2B:7B:2B:4F:8C)	-0.027	0.255	-0.746	34.485	-6.226	22.705	175.89	-6.23	127.91	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:03.959	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.041	0.142	-0.958	28.687	-6.042	-23.132	178.82	-5.54	128.19	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:04.080	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.043	0.016	-1.081	-1.221	2.319	-2.380	179.79	-5.59	129.26	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:04.172	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.263	0.204	-1.366	-18.372	14.954	-54.077	179.76	-6.37	132.53	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:04.290	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.091	-0.122	-0.996	-147.583	5.188	88.806	174.16	-8.57	133.09	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:04.379	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.279	-0.008	-0.939	24.780	8.972	-47.241	168.07	-10.80	128.20	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:04.499	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.063	-0.053	-0.769	94.727	-21.179	4.211	175.22	-9.02	133.08	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:04.590	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.193	0.266	-0.916	1.465	-5.615	6.104	179.04	-7.73	132.80	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:04.709	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.228	0.024	-1.121	14.099	-4.028	15.686	178.95	-7.09	131.36	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:04.769	WT901BLE67(FA:2B:7B:2B:4F:8C)	-0.105	0.200	-1.290	-33.386	0.732	36.560	179.88	-5.87	132.18	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:04.889	WT901BLE67(FA:2B:7B:2B:4F:8C)	-0.028	-0.095	-1.047	-151.611	-35.278	58.289	171.59	-4.70	128.22	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:04.979	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.000	-0.048	-0.852	0.854	18.677	-15.991	167.73	-5.03	124.63	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:05.101	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.269	-0.041	-0.860	117.188	-0.610	38.513	175.77	-6.90	124.62	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:05.190	WT901BLE67(FA:2B:7B:2B:4F:8C)	-0.053	0.254	-0.995	-13.367	-3.784	59.082	-178.87	-4.50	131.67	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:05.310	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.137	0.063	-1.168	6.775	9.644	-46.143	179.92	-4.67	130.35	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:05.370	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.087	0.098	-1.071	-36.011	50.354	2.625	178.13	-6.49	136.06	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:05.552	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.200	-0.006	-0.972	-96.008	20.325	69.702	169.88	-10.05	129.77	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:05.578	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.161	-0.024	-0.786	68.604	-28.198	-83.923	168.83	-10.12	133.39	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:05.701	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.077	-0.004	-0.798	119.812	3.723	97.656	175.50	-8.72	133.96	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:05.789	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.088	0.216	-1.000	-23.193	-7.629	49.561	179.29	-8.02	134.36	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:05.909	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.479	0.053	-1.168	32.288	-13.000	-41.870	179.07	-7.38	130.47	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:05.999	WT901BLE67(FA:2B:7B:2B:4F:8C)	-0.030	0.236	-0.944	-37.720	-0.244	15.625	178.54	-5.46	131.99	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:06.119	WT901BLE67(FA:2B:7B:2B:4F:8C)	-0.024	0.007	-1.009	-51.758	-17.029	87.219	167.46	-3.85	126.05	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:06.180	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.079	0.002	-0.726	63.904	29.663	-58.960	166.74	-5.04	127.64	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:06.300	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.317	0.143	-0.816	193.237	-25.391	31.494	178.34	-6.59	125.76	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:06.389	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.025	0.257	-1.040	-36.865	8.545	59.265	-179.14	-4.52	130.86	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:06.512	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.113	0.123	-1.300	1.465	27.039	-77.759	178.85	-4.65	130.65	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:06.600	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.115	-0.082	-0.953	-87.341	21.790	76.050	176.33	-8.18	133.24	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:06.719	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.326	0.000	-1.028	-49.927	33.569	-2.197	166.40	-12.10	124.78	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:06.779	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.193	-0.052	-0.735	90.271	-15.991	-82.031	168.33	-11.18	133.56	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:06.900	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.250	0.391	-0.954	-31.250	-31.616	-60.364	175.13	-8.76	133.97	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
2026-06-18T17:22:06.989	WT901BLE67(FA:2B:7B:2B:4F:8C)	0.213	0.128	-1.029	1.526	-13.672	17.212	176.69	-7.19	135.38	null	null	null	null	null	null	null	null	null	null	10080.1.22	75
